timestamp,total_kwh,temp_c,rain_mm,hour,dow,is_weekend
2025-05-02 14:00:00,68.54296882709541,33.60747463007777,0.0,14,4,0
2025-05-02 15:00:00,85.90375761415986,33.864993184789284,0.0,15,4,0
2025-05-02 16:00:00,93.1930088632249,34.077909437935816,0.0,16,4,0
2025-05-02 17:00:00,123.68296074252,34.36503515156395,0.0,17,4,0
2025-05-02 18:00:00,130.75093037027142,34.100754257271355,0.0,18,4,0
2025-05-02 19:00:00,125.5077279660047,34.475226785658364,0.0,19,4,0
2025-05-02 20:00:00,105.39408842520659,34.33912497136411,0.0,20,4,0
2025-05-02 21:00:00,76.5738393286537,34.483613958740285,0.0,21,4,0
2025-05-02 22:00:00,65.5621406590106,34.86773232154595,0.0,22,4,0
2025-05-02 23:00:00,59.93911088620384,34.12095849762248,0.0,23,4,0
2025-05-03 00:00:00,63.507150007507214,34.66266811378622,0.0,0,5,1
2025-05-03 01:00:00,56.4147494086913,34.7069541929758,0.0,1,5,1
2025-05-03 02:00:00,58.28985324552182,34.55152497625416,0.0,2,5,1
2025-05-03 03:00:00,56.89229900763302,35.148130480162095,0.0,3,5,1
2025-05-03 04:00:00,61.86513643494736,35.67643998212697,0.0,4,5,1
2025-05-03 05:00:00,73.00569283533927,35.46614459229387,0.0,5,5,1
2025-05-03 06:00:00,89.58493054691874,35.7109468367912,0.0,6,5,1
2025-05-03 07:00:00,109.73092351582669,36.078375061221884,0.0,7,5,1
2025-05-03 08:00:00,129.87435416097907,36.249915651888955,0.0,8,5,1
2025-05-03 09:00:00,140.7329994271297,35.93086843179081,0.0,9,5,1
2025-05-03 10:00:00,130.3343867641551,36.45768557907947,0.0,10,5,1
2025-05-03 11:00:00,106.93784056394657,36.17924780973888,0.0,11,5,1
2025-05-03 12:00:00,90.8808188211741,36.00039034506041,0.0,12,5,1
2025-05-03 13:00:00,74.39912553460589,36.17328970654903,0.0,13,5,1
2025-05-03 14:00:00,80.15326546842272,36.00744885843915,0.0,14,5,1
2025-05-03 15:00:00,91.05571346886126,36.28516965608855,0.0,15,5,1
2025-05-03 16:00:00,119.44910391742238,36.54420480578632,0.0,16,5,1
2025-05-03 17:00:00,138.1446688377456,36.99268531802223,0.0,17,5,1
2025-05-03 18:00:00,144.41851956206702,37.36784076155845,0.0,18,5,1
2025-05-03 19:00:00,136.13186316468088,36.53695535759554,0.0,19,5,1
2025-05-03 20:00:00,113.58596359413704,37.16945805268662,0.0,20,5,1
2025-05-03 21:00:00,93.30157989799659,36.83944663046139,0.0,21,5,1
2025-05-03 22:00:00,72.38747837017895,37.39401893874761,0.0,22,5,1
2025-05-03 23:00:00,60.071662295524945,37.31228381700233,0.0,23,5,1
2025-05-04 00:00:00,48.91664335786911,34.73306967095093,5.037101611414504,0,6,1
2025-05-04 01:00:00,52.487183083215264,35.66083051617574,5.037101611414504,1,6,1
2025-05-04 02:00:00,44.03897117015996,35.30084120486258,5.037101611414504,2,6,1
2025-05-04 03:00:00,56.593444605286216,35.422171347193135,5.037101611414504,3,6,1
2025-05-04 04:00:00,52.88852916730742,35.36141569531829,5.037101611414504,4,6,1
2025-05-04 05:00:00,60.66739331166204,35.58605643569893,5.037101611414504,5,6,1
2025-05-04 06:00:00,77.68172694379527,36.01070855091367,5.037101611414504,6,6,1
2025-05-04 07:00:00,91.81285849456971,35.92556811642427,5.037101611414504,7,6,1
2025-05-04 08:00:00,110.70124793966,36.18094001938994,5.037101611414504,8,6,1
2025-05-04 09:00:00,120.28540426747706,36.290917974883854,5.037101611414504,9,6,1
2025-05-04 10:00:00,111.13482708619168,36.67853991536364,5.037101611414504,10,6,1
2025-05-04 11:00:00,90.7844243703784,36.27950557344588,5.037101611414504,11,6,1
2025-05-04 12:00:00,77.51391447472105,36.03928407365148,5.037101611414504,12,6,1
2025-05-04 13:00:00,65.3245405633038,36.90250814367679,5.037101611414504,13,6,1
2025-05-04 14:00:00,55.690324871930585,36.58289496707602,5.037101611414504,14,6,1
2025-05-04 15:00:00,81.89973936492072,37.11671915207841,5.037101611414504,15,6,1
2025-05-04 16:00:00,96.61053820472875,36.997354552659935,5.037101611414504,16,6,1
2025-05-04 17:00:00,119.28712241263122,36.94300015964419,5.037101611414504,17,6,1
2025-05-04 18:00:00,123.01732455842507,37.18697418691909,5.037101611414504,18,6,1
2025-05-04 19:00:00,116.49752211493649,37.76764518674309,5.037101611414504,19,6,1
2025-05-04 20:00:00,102.43202937591985,37.90543557742132,5.037101611414504,20,6,1
2025-05-04 21:00:00,80.38534527322514,37.40315575924503,5.037101611414504,21,6,1
2025-05-04 22:00:00,57.68794256224015,37.530398596700316,5.037101611414504,22,6,1
2025-05-04 23:00:00,51.786874297971416,37.90521346594512,5.037101611414504,23,6,1
2025-05-05 00:00:00,42.60700926170303,30.63530178370086,1.5057132976684406,0,0,0
2025-05-05 01:00:00,41.69036819617266,31.088921205316534,1.5057132976684406,1,0,0
2025-05-05 02:00:00,44.334811314532104,31.08124123914491,1.5057132976684406,2,0,0
2025-05-05 03:00:00,48.172142179934006,31.28317255696833,1.5057132976684406,3,0,0
2025-05-05 04:00:00,45.05034373394167,31.03898945174624,1.5057132976684406,4,0,0
2025-05-05 05:00:00,48.749874390945614,30.912129845538374,1.5057132976684406,5,0,0
2025-05-05 06:00:00,75.4739951969769,30.867105062733675,1.5057132976684406,6,0,0
2025-05-05 07:00:00,82.46848606682924,31.25378485963418,1.5057132976684406,7,0,0
2025-05-05 08:00:00,96.97545042222245,31.551397508049263,1.5057132976684406,8,0,0
2025-05-05 09:00:00,102.22807664110404,31.701042617536434,1.5057132976684406,9,0,0
2025-05-05 10:00:00,100.3728668272033,32.470169442259916,1.5057132976684406,10,0,0
2025-05-05 11:00:00,82.69524751811875,32.320798104503254,1.5057132976684406,11,0,0
2025-05-05 12:00:00,65.72969400186773,31.800372758628573,1.5057132976684406,12,0,0
2025-05-05 13:00:00,60.37799450838379,32.29331262926635,1.5057132976684406,13,0,0
2025-05-05 14:00:00,57.91013515789436,32.16687662262597,1.5057132976684406,14,0,0
2025-05-05 15:00:00,69.00999563812312,32.30369094211903,1.5057132976684406,15,0,0
2025-05-05 16:00:00,87.00579627032693,32.544597788355674,1.5057132976684406,16,0,0
2025-05-05 17:00:00,102.40907030708617,32.77475142862368,1.5057132976684406,17,0,0
2025-05-05 18:00:00,107.46741024936341,32.58722254836586,1.5057132976684406,18,0,0
2025-05-05 19:00:00,111.36858380680187,33.108155553351374,1.5057132976684406,19,0,0
2025-05-05 20:00:00,86.26561359320601,32.54641862568834,1.5057132976684406,20,0,0
2025-05-05 21:00:00,70.59188039934705,32.99090181223974,1.5057132976684406,21,0,0
2025-05-05 22:00:00,51.822361307208894,33.868302211509814,1.5057132976684406,22,0,0
2025-05-05 23:00:00,39.07682850562263,33.255924016318644,1.5057132976684406,23,0,0
2025-05-06 00:00:00,51.31299163469027,32.23482028403184,0.0,0,1,0
2025-05-06 01:00:00,44.04244292841738,31.932311985501947,0.0,1,1,0
2025-05-06 02:00:00,51.069145488180006,32.17908906064893,0.0,2,1,0
2025-05-06 03:00:00,56.25661569819811,32.08782097373218,0.0,3,1,0
2025-05-06 04:00:00,59.805933440535256,32.15373365770073,0.0,4,1,0
2025-05-06 05:00:00,71.0248398998537,32.07101121303236,0.0,5,1,0
2025-05-06 06:00:00,78.85479867756874,32.53394633973725,0.0,6,1,0
2025-05-06 07:00:00,92.69899346366596,32.249394775294256,0.0,7,1,0
2025-05-06 08:00:00,112.18692681315437,32.804531502944016,0.0,8,1,0
2025-05-06 09:00:00,126.48277852985272,33.030442033383764,0.0,9,1,0
2025-05-06 10:00:00,115.75157978796273,32.91481535422115,0.0,10,1,0
2025-05-06 11:00:00,95.29032016170326,32.81898131198328,0.0,11,1,0
2025-05-06 12:00:00,79.58607175364969,33.14104560584259,0.0,12,1,0
2025-05-06 13:00:00,73.24173853105714,33.01225401538606,0.0,13,1,0
2025-05-06 14:00:00,75.27174691525101,33.485520069689535,0.0,14,1,0
2025-05-06 15:00:00,88.07297666782117,32.755434106785444,0.0,15,1,0
2025-05-06 16:00:00,102.58069542538412,33.30417372161439,0.0,16,1,0
2025-05-06 17:00:00,123.70041731722313,32.90761233351279,0.0,17,1,0
2025-05-06 18:00:00,130.18508165921963,33.15633768298183,0.0,18,1,0
2025-05-06 19:00:00,124.11928095237775,34.11401460099416,0.0,19,1,0
2025-05-06 20:00:00,105.12975010887169,34.073411426641485,0.0,20,1,0
2025-05-06 21:00:00,82.77045050563235,33.68901186206455,0.0,21,1,0
2025-05-06 22:00:00,68.9635964642243,33.554104895237714,0.0,22,1,0
2025-05-06 23:00:00,57.082379892375556,33.21549728069749,0.0,23,1,0
2025-05-07 00:00:00,56.202470138775624,33.727940261046626,0.0,0,2,0
2025-05-07 01:00:00,48.071084199964076,34.71711341710064,0.0,1,2,0
2025-05-07 02:00:00,53.510199431614836,34.221454194865515,0.0,2,2,0
2025-05-07 03:00:00,49.86059071503163,34.02311722761158,0.0,3,2,0
2025-05-07 04:00:00,55.7114812713207,34.43051297627652,0.0,4,2,0
2025-05-07 05:00:00,60.60412123632481,33.92270140752809,0.0,5,2,0
2025-05-07 06:00:00,74.83638261229163,34.40179190461713,0.0,6,2,0
2025-05-07 07:00:00,91.32109203483598,34.620832155331144,0.0,7,2,0
2025-05-07 08:00:00,109.08004982871978,34.66515871788011,0.0,8,2,0
2025-05-07 09:00:00,116.73916183884423,35.02823074993345,0.0,9,2,0
2025-05-07 10:00:00,116.05916583698266,34.99438248129724,0.0,10,2,0
2025-05-07 11:00:00,92.78952590452354,35.19148671885882,0.0,11,2,0
2025-05-07 12:00:00,77.63463855915619,34.88447722875719,0.0,12,2,0
2025-05-07 13:00:00,66.09345248531115,35.46033353594959,0.0,13,2,0
2025-05-07 14:00:00,66.13334945313571,35.779669997713626,0.0,14,2,0
2025-05-07 15:00:00,77.55751157200791,35.099944057531,0.0,15,2,0
2025-05-07 16:00:00,95.32086086288007,35.22468021671205,0.0,16,2,0
2025-05-07 17:00:00,121.13020728029163,35.99172421432249,0.0,17,2,0
2025-05-07 18:00:00,125.8408844069305,35.63358571741791,0.0,18,2,0
2025-05-07 19:00:00,120.9394849354997,36.21213533104639,0.0,19,2,0
2025-05-07 20:00:00,95.14842219225082,35.75822819985876,0.0,20,2,0
2025-05-07 21:00:00,78.2986945023334,36.42750258630763,0.0,21,2,0
2025-05-07 22:00:00,64.1784459492998,36.130434658468054,0.0,22,2,0
2025-05-07 23:00:00,52.75371868084093,36.26845756042323,0.0,23,2,0
2025-05-08 00:00:00,56.99856584616316,33.633931195911266,0.0,0,3,0
2025-05-08 01:00:00,53.61974733407118,33.155984646177046,0.0,1,3,0
2025-05-08 02:00:00,52.79591388786549,33.08217916063281,0.0,2,3,0
2025-05-08 03:00:00,48.24901149185184,33.329946527001795,0.0,3,3,0
2025-05-08 04:00:00,55.54838303295219,33.70021597460324,0.0,4,3,0
2025-05-08 05:00:00,67.73339370033197,33.19478806775614,0.0,5,3,0
2025-05-08 06:00:00,79.45232286260189,33.955757060205634,0.0,6,3,0
2025-05-08 07:00:00,98.60717992843452,33.70288439412497,0.0,7,3,0
2025-05-08 08:00:00,106.72756856924704,34.308859587630366,0.0,8,3,0
2025-05-08 09:00:00,125.20957728507841,33.34623769794016,0.0,9,3,0
2025-05-08 10:00:00,114.74363048218802,33.92854605687904,0.0,10,3,0
2025-05-08 11:00:00,93.81565597478613,33.75857534404007,0.0,11,3,0
2025-05-08 12:00:00,78.62966979649207,34.11664694950111,0.0,12,3,0
2025-05-08 13:00:00,72.61458121686925,34.538815559742986,0.0,13,3,0
2025-05-08 14:00:00,58.00931006920013,34.51074780177537,0.0,14,3,0
2025-05-08 15:00:00,81.09152518151178,34.58850251872589,0.0,15,3,0
2025-05-08 16:00:00,100.93140396769421,34.716760327996276,0.0,16,3,0
2025-05-08 17:00:00,121.18109707746011,34.92553226159628,0.0,17,3,0
2025-05-08 18:00:00,127.89570927949448,34.66195497682737,0.0,18,3,0
2025-05-08 19:00:00,123.3228840290751,35.27657068168001,0.0,19,3,0
2025-05-08 20:00:00,99.18995729237126,35.36331558052594,0.0,20,3,0
2025-05-08 21:00:00,85.13851738426864,35.38002717070713,0.0,21,3,0
2025-05-08 22:00:00,65.69086770070714,35.53147582223568,0.0,22,3,0
2025-05-08 23:00:00,53.41937020093442,35.553441189652894,0.0,23,3,0
2025-05-09 00:00:00,39.239192737552074,34.16241743725858,1.7292324018910088,0,4,0
2025-05-09 01:00:00,36.16983479799077,33.62576719512351,1.7292324018910088,1,4,0
2025-05-09 02:00:00,42.27654776911561,33.65977048093889,1.7292324018910088,2,4,0
2025-05-09 03:00:00,43.25428522526508,33.625837172332055,1.7292324018910088,3,4,0
2025-05-09 04:00:00,49.21709395199125,33.64221664526592,1.7292324018910088,4,4,0
2025-05-09 05:00:00,49.108500121072595,33.67855391015894,1.7292324018910088,5,4,0
2025-05-09 06:00:00,66.00075143945908,33.885256252469986,1.7292324018910088,6,4,0
2025-05-09 07:00:00,80.26727431002865,34.23069133194364,1.7292324018910088,7,4,0
2025-05-09 08:00:00,97.9947406885138,34.45218398498858,1.7292324018910088,8,4,0
2025-05-09 09:00:00,97.28188068404751,34.46723806400492,1.7292324018910088,9,4,0
2025-05-09 10:00:00,97.4992135482945,34.32223486321035,1.7292324018910088,10,4,0
2025-05-09 11:00:00,77.75664146888984,34.92195081564525,1.7292324018910088,11,4,0
2025-05-09 12:00:00,77.25883809900215,34.97371924812955,1.7292324018910088,12,4,0
2025-05-09 13:00:00,59.40973766475534,34.80400095421266,1.7292324018910088,13,4,0
2025-05-09 14:00:00,56.68445761578127,34.75602060303985,1.7292324018910088,14,4,0
2025-05-09 15:00:00,67.36454739600777,35.2164238226882,1.7292324018910088,15,4,0
2025-05-09 16:00:00,97.16758694597048,35.20828752268509,1.7292324018910088,16,4,0
2025-05-09 17:00:00,106.5612685726538,34.81745726861475,1.7292324018910088,17,4,0
2025-05-09 18:00:00,110.38917069128459,35.331501369643945,1.7292324018910088,18,4,0
2025-05-09 19:00:00,110.95726452763547,35.53050619006158,1.7292324018910088,19,4,0
2025-05-09 20:00:00,82.05870873430086,35.281987010492934,1.7292324018910088,20,4,0
2025-05-09 21:00:00,62.89045026872519,35.7088484642905,1.7292324018910088,21,4,0
2025-05-09 22:00:00,58.06440899361836,35.31544870086193,1.7292324018910088,22,4,0
2025-05-09 23:00:00,45.77827698972242,36.252751276442915,1.7292324018910088,23,4,0
2025-05-10 00:00:00,59.140219280039204,32.60871823462974,0.0,0,5,1
2025-05-10 01:00:00,60.78875452837154,32.25857803882102,0.0,1,5,1
2025-05-10 02:00:00,61.072819320381065,32.54336954046364,0.0,2,5,1
2025-05-10 03:00:00,60.709234549380184,31.81135664937195,0.0,3,5,1
2025-05-10 04:00:00,60.40806695483387,32.28742894103232,0.0,4,5,1
2025-05-10 05:00:00,72.27149106915525,32.646199563066276,0.0,5,5,1
2025-05-10 06:00:00,92.387841689869,32.51269333268385,0.0,6,5,1
2025-05-10 07:00:00,107.37353407223898,33.14865218390111,0.0,7,5,1
2025-05-10 08:00:00,132.40246697074758,33.633522198336316,0.0,8,5,1
2025-05-10 09:00:00,137.90178127343393,32.781348823283125,0.0,9,5,1
2025-05-10 10:00:00,132.53145835510506,32.983094217886354,0.0,10,5,1
2025-05-10 11:00:00,110.52644402201732,33.40496774960489,0.0,11,5,1
2025-05-10 12:00:00,84.99339793905224,33.9176680836618,0.0,12,5,1
2025-05-10 13:00:00,80.05732154902711,33.167620945349945,0.0,13,5,1
2025-05-10 14:00:00,80.6865290561168,33.709044075804,0.0,14,5,1
2025-05-10 15:00:00,85.89176582080194,34.28072289435585,0.0,15,5,1
2025-05-10 16:00:00,122.29736262507176,33.33880549465813,0.0,16,5,1
2025-05-10 17:00:00,140.49557394508716,33.55001247705817,0.0,17,5,1
2025-05-10 18:00:00,152.9546674470428,33.90725125717366,0.0,18,5,1
2025-05-10 19:00:00,143.28470670221557,33.978156715255295,0.0,19,5,1
2025-05-10 20:00:00,109.41896490063048,34.478113625438006,0.0,20,5,1
2025-05-10 21:00:00,91.1940111806968,34.406831155058164,0.0,21,5,1
2025-05-10 22:00:00,72.04259197052988,33.901844621219276,0.0,22,5,1
2025-05-10 23:00:00,70.05024389102036,34.68895635998216,0.0,23,5,1
2025-05-11 00:00:00,59.06908660409763,34.59513954428979,0.0,0,6,1
2025-05-11 01:00:00,56.44190932630348,35.250735375578856,0.0,1,6,1
2025-05-11 02:00:00,58.71303717355837,34.78012494956541,0.0,2,6,1
2025-05-11 03:00:00,58.713785617509856,34.87741662556582,0.0,3,6,1
2025-05-11 04:00:00,62.04898443306087,35.33074069373785,0.0,4,6,1
2025-05-11 05:00:00,62.30535014591258,35.49727915519757,0.0,5,6,1
2025-05-11 06:00:00,93.86515885479304,35.502831019677345,0.0,6,6,1
2025-05-11 07:00:00,107.43740414552818,34.962722015281045,0.0,7,6,1
2025-05-11 08:00:00,129.16103079428729,35.72981154247496,0.0,8,6,1
2025-05-11 09:00:00,144.49438893827545,35.35810879499417,0.0,9,6,1
2025-05-11 10:00:00,133.69475080319773,35.838984043972964,0.0,10,6,1
2025-05-11 11:00:00,106.28343240342016,35.44128087987677,0.0,11,6,1
2025-05-11 12:00:00,84.5597028129207,36.10229785475941,0.0,12,6,1
2025-05-11 13:00:00,71.41750747231937,35.826421539204276,0.0,13,6,1
2025-05-11 14:00:00,83.46356302108897,35.783610815418335,0.0,14,6,1
2025-05-11 15:00:00,87.77469625633574,36.482547251441204,0.0,15,6,1
2025-05-11 16:00:00,116.5082455296465,36.44089456699951,0.0,16,6,1
2025-05-11 17:00:00,139.07030314968398,36.28420817007862,0.0,17,6,1
2025-05-11 18:00:00,146.6200958652072,37.00375486520281,0.0,18,6,1
2025-05-11 19:00:00,137.71540934844282,36.536205484025565,0.0,19,6,1
2025-05-11 20:00:00,118.77097454784155,36.77803351268776,0.0,20,6,1
2025-05-11 21:00:00,89.13090769484481,36.94907524480006,0.0,21,6,1
2025-05-11 22:00:00,65.64148259039182,36.7825014302579,0.0,22,6,1
2025-05-11 23:00:00,63.29531713874325,37.209742098516465,0.0,23,6,1
2025-05-12 00:00:00,51.51938207760105,34.38998387573726,0.0,0,0,0
2025-05-12 01:00:00,47.3083493371573,34.52652808322181,0.0,1,0,0
2025-05-12 02:00:00,48.31246256504202,35.15881237182768,0.0,2,0,0
2025-05-12 03:00:00,55.173403662338096,34.537843764132944,0.0,3,0,0
2025-05-12 04:00:00,59.71443697648395,34.22618548060783,0.0,4,0,0
2025-05-12 05:00:00,60.52051191205046,35.53330067839024,0.0,5,0,0
2025-05-12 06:00:00,80.41989540806019,35.914817965668774,0.0,6,0,0
2025-05-12 07:00:00,101.93776865865146,35.12843880025188,0.0,7,0,0
2025-05-12 08:00:00,111.95567393824254,34.76896816770062,0.0,8,0,0
2025-05-12 09:00:00,123.13450695474194,35.356874387027894,0.0,9,0,0
2025-05-12 10:00:00,115.59818266334577,35.46415269493447,0.0,10,0,0
2025-05-12 11:00:00,90.99235122845037,35.593042427579995,0.0,11,0,0
2025-05-12 12:00:00,79.48953832778352,35.41600316731012,0.0,12,0,0
2025-05-12 13:00:00,68.9582850957156,36.02388792262962,0.0,13,0,0
2025-05-12 14:00:00,59.42181021894118,36.107371792472506,0.0,14,0,0
2025-05-12 15:00:00,85.17945991133422,35.60169789394088,0.0,15,0,0
2025-05-12 16:00:00,99.12537055694521,36.35977859939514,0.0,16,0,0
2025-05-12 17:00:00,123.35557482481897,36.86582507447044,0.0,17,0,0
2025-05-12 18:00:00,126.85169299485096,36.4016076796178,0.0,18,0,0
2025-05-12 19:00:00,125.57124932295807,36.348822031266124,0.0,19,0,0
2025-05-12 20:00:00,109.74606656334603,36.50741861556442,0.0,20,0,0
2025-05-12 21:00:00,82.45586539029503,36.83459660997724,0.0,21,0,0
2025-05-12 22:00:00,64.12301934924676,36.23081809823451,0.0,22,0,0
2025-05-12 23:00:00,51.14532405074616,36.89933679077987,0.0,23,0,0
2025-05-13 00:00:00,53.73214906056235,33.29790782669503,0.0,0,1,0
2025-05-13 01:00:00,51.87178919775545,34.06939451542069,0.0,1,1,0
2025-05-13 02:00:00,49.385601669528945,33.56279519139239,0.0,2,1,0
2025-05-13 03:00:00,48.108866502190395,34.215413294869734,0.0,3,1,0
2025-05-13 04:00:00,54.14697882826681,33.483924802199276,0.0,4,1,0
2025-05-13 05:00:00,60.32510031488893,34.09122476157471,0.0,5,1,0
2025-05-13 06:00:00,76.03411057800832,34.11086709067124,0.0,6,1,0
2025-05-13 07:00:00,101.62350895649828,33.85433283717444,0.0,7,1,0
2025-05-13 08:00:00,118.69956424416328,34.26826584592496,0.0,8,1,0
2025-05-13 09:00:00,120.9246062876511,34.67880266258336,0.0,9,1,0
2025-05-13 10:00:00,113.44964439827379,34.31790950024789,0.0,10,1,0
2025-05-13 11:00:00,92.23049847459316,34.00745821678294,0.0,11,1,0
2025-05-13 12:00:00,74.24637105879455,34.60977816359064,0.0,12,1,0
2025-05-13 13:00:00,72.77429031714878,34.44432008309612,0.0,13,1,0
2025-05-13 14:00:00,69.90961175635938,34.71234472993471,0.0,14,1,0
2025-05-13 15:00:00,81.83944517734706,34.890570680628336,0.0,15,1,0
2025-05-13 16:00:00,98.77956082953607,34.50335134672922,0.0,16,1,0
2025-05-13 17:00:00,116.78938268709126,34.63034950973767,0.0,17,1,0
2025-05-13 18:00:00,129.23102150468333,35.359667062191534,0.0,18,1,0
2025-05-13 19:00:00,118.88250893562801,35.15823140268297,0.0,19,1,0
2025-05-13 20:00:00,97.12029873397692,34.6456237089877,0.0,20,1,0
2025-05-13 21:00:00,76.92291185332326,35.750500222516315,0.0,21,1,0
2025-05-13 22:00:00,66.0651577254141,35.69675793811615,0.0,22,1,0
2025-05-13 23:00:00,56.91554057520736,35.50088456432293,0.0,23,1,0
2025-05-14 00:00:00,50.780704420389654,34.543144812226146,0.0,0,2,0
2025-05-14 01:00:00,49.71096073217289,35.28893624443792,0.0,1,2,0
2025-05-14 02:00:00,55.09408353862652,35.24299906231175,0.0,2,2,0
2025-05-14 03:00:00,51.23528032929849,35.95297456034884,0.0,3,2,0
2025-05-14 04:00:00,62.66971960770193,35.46425045516111,0.0,4,2,0
2025-05-14 05:00:00,59.76631460514239,35.55450481792222,0.0,5,2,0
2025-05-14 06:00:00,75.3517249015379,35.48811549651105,0.0,6,2,0
2025-05-14 07:00:00,97.65931167401249,35.883226635703856,0.0,7,2,0
2025-05-14 08:00:00,109.99379427020538,35.92571943591807,0.0,8,2,0
2025-05-14 09:00:00,120.12326648707744,36.21371137811318,0.0,9,2,0
2025-05-14 10:00:00,111.6906187409594,35.781796999952434,0.0,10,2,0
2025-05-14 11:00:00,101.26762243930656,35.90757163366043,0.0,11,2,0
2025-05-14 12:00:00,88.35988307977907,35.994462924270024,0.0,12,2,0
2025-05-14 13:00:00,64.13484760360777,36.475434391897316,0.0,13,2,0
2025-05-14 14:00:00,65.38081339532826,36.787706207632645,0.0,14,2,0
2025-05-14 15:00:00,79.90056712642776,36.30054172759883,0.0,15,2,0
2025-05-14 16:00:00,103.85483985350494,36.41076175720569,0.0,16,2,0
2025-05-14 17:00:00,115.74839885585038,36.73241704270456,0.0,17,2,0
2025-05-14 18:00:00,131.8843317976072,36.66446542553975,0.0,18,2,0
2025-05-14 19:00:00,110.41545788863209,37.12380997148559,0.0,19,2,0
2025-05-14 20:00:00,102.57578388343146,36.262660688357904,0.0,20,2,0
2025-05-14 21:00:00,80.06788036384296,36.79018236146855,0.0,21,2,0
2025-05-14 22:00:00,61.946602463908306,36.90346897535519,0.0,22,2,0
2025-05-14 23:00:00,60.20924795139153,36.54208707182778,0.0,23,2,0
2025-05-15 00:00:00,44.74308975168853,33.58951780458635,3.2820416939088566,0,3,0
2025-05-15 01:00:00,48.39960686496696,33.70406250314321,3.2820416939088566,1,3,0
2025-05-15 02:00:00,37.92853352697557,34.01827794154134,3.2820416939088566,2,3,0
2025-05-15 03:00:00,39.51359684740148,34.51249910539507,3.2820416939088566,3,3,0
2025-05-15 04:00:00,48.554066669016265,34.205091142539786,3.2820416939088566,4,3,0
2025-05-15 05:00:00,54.833886994893085,34.069365221815644,3.2820416939088566,5,3,0
2025-05-15 06:00:00,61.603924587479945,34.46152297553293,3.2820416939088566,6,3,0
2025-05-15 07:00:00,82.00500595531933,34.8933614243294,3.2820416939088566,7,3,0
2025-05-15 08:00:00,93.35069016703322,34.385821693062525,3.2820416939088566,8,3,0
